biome * ffffff ffffff ffffff
biome 0 ffffff a4b160 869f40
biome 1 ffffff a7b54c 8ca41e
biome 2 ffffff cfb24c bca019
biome 3 ffffff a3ae74 849b5a
biome 4 ffffff 92b64b 73a51d
biome 5 ffffff 9dac7b 7c9862
biome 6 e0ffae 6a6346 585b2f
biome 7 ffffff a4b160 869f40
biome 8 ffffff cfb24c bca019
biome 9 ffffff a4b160 869f40
biome 10 ffffff 9bab7e 7a9865
biome 11 ffffff 9bab7e 7a9865
biome 12 ffffff 9bab7e 7a9865
biome 13 ffffff 9bab7e 7a9865
biome 14 ffffff 75bc29 50a90b
biome 15 ffffff 75bc29 50a90b
biome 16 ffffff a7b54c 8ca41e
biome 17 ffffff cfb24c bca019
biome 18 ffffff 92b64b 73a51d
biome 19 ffffff 9dac7b 7c9862
biome 20 ffffff a3ae74 849b5a
biome 21 ffffff 75be1c 4ea809
biome 22 ffffff 75be1c 4ea809
biome 23 ffffff 9bab7e 7a9865
biome 160 ffffff cfb24c bca019
biome 161 ffffff a4b160 869f40
biome 162 cc1188 6d4189 7c6d87
biome 163 0077ee 55ff81 66ffc5
biome 164 2e535f 404840 405340
blocktype * * normal
block 3958 12 ff6e6b69
block 3960 * ad9088a6
block 3960 3 ff848381
block 3960 5 ff868685
block 3960 6 ff747270
block 3960 7 ff7f878d
block 3960 8 ad594f65
block 3960 10 ff777977
block 3960 11 ff848381
block 3960 12 ff848381
block 3960 13 fb6a6a6a
block 3961 * ff848381
block 3961 0 ac789aff
block 3961 4 ff73716e
block 3961 5 ff5e676c
block 3961 7 ff7a7371
block 3961 8 ff62615e
block 3961 9 ff6e7578
block 3961 10 ac5e5e5e
block 3961 11 acd6d6d6
block 3961 12 aca88d7a
block 3961 13 acff437f
block 3961 14 acfbd975
block 3961 15 acc1fc75
block 3964 * ff4b3321
block 3964 0 ff958568
block 3964 1 ff958568
block 3964 2 ff958568
block 3964 3 ff958568
block 3965 0 5e131313
block 3965 1 5e120b06
block 3965 2 5e0f0710
block 3965 3 ff5973ab
block 3965 4 ffb4a82b
block 3965 5 ff3ca732
block 3965 6 ffaf6d7f
block 3965 7 ff3e3e3e
block 3965 8 ff8d8d8d
block 3965 9 ff29657e
block 3965 10 ff682f9b
block 3965 11 ff27307a
block 3965 12 ff492f1f
block 3965 13 ff38491f
block 3965 14 ff93302c
block 3965 15 ff221f1f
block 3966 * ffb6b6b6
block 3966 0 ff969393
block 3966 1 ffacacac
block 3966 6 ff818181
block 3966 8 ff9b9b9b
block 3966 10 ffa0968e
block 3966 14 ffb5aca2
block 3971 * ffa18969
block 3975 3 ff2f3836
block 3975 5 ff2f3836
block 3976 0 ff2f3836
block 3976 1 ff2f3836
block 3976 2 ff2f3836
block 3976 3 ff2f3836
block 3976 5 ff1e211a
block 3976 6 ff2e2220
block 3976 7 ff20242d
block 3976 9 ff2f3836
block 3976 10 ff2f3836
block 3976 11 ff36213a
block 3977 0 ff925c24
block 3978 0 ff76a7dd
block 3978 1 ff633e2b
block 3978 2 ff3c245e
block 3978 3 ff0b0b09
block 3978 4 ff5f5f20
block 3978 5 ff4e4e4e
block 3978 6 ff484848
block 3978 7 ff311b4b
block 3978 8 ff2f3836
block 3978 9 ff2d2d2d
block 3978 10 202a2a2a
block 3978 11 ff2e2e2e
block 3978 12 ff8a5722
block 3978 13 ffafb5b5
block 3978 14 ff925c24
block 3978 15 ff8f5b23
block 3979 0 ff7d8184
block 3979 1 ff83796f
block 3979 2 ff8a8a8a
block 3983 * ff7c007c
block 3984 * ff7c007c
block 3985 * ffdbd5bd
block 4033 * ffc1c1c1
block 4034 * fff9ac39
block 4035 * ffc4ab0a
block 4036 * ff710e0e
block 4037 * ffedce2e
block 4039 0 43d8ecef
block 4039 1 6fd8ebee
block 4039 2 6ed8ecef
block 4039 3 73d4eaed
block 4039 4 77f4df4c
block 4039 5 83332947
block 4039 6 67daf0f4
block 4039 7 5be6d370
block 4039 8 65feb1d5
block 4039 9 7fd7ecef
block 4039 10 871e1e1e
block 4083 * 734e2825
block 4087 * ff484447
block 4088 * ff454544
block 4089 * ff474747
block 4089 1 ff4a5053
block 4089 2 ff574b48
block 4089 3 ff51564d
block 4089 4 ff5b5b53
block 4089 5 ff535354
block 4090 * ff5f5b43
block 4091 * ff524847
block 4092 * e9660000
block 4093 * ff584d52
block 4094 * ff555a5b
block 4095 * ff4e4e4d
block 4095 1 ff5f5346
block 4095 2 ff4c4e5c
block 4095 3 ff485655
